data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-03-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,862,149,1011,1486,2497,139,167,8,231,,,2736,7229,,
2020-03-24T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,7,34,21,55,5,6,10,8,,,73,572,,
2020-03-24T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,166,38,204,495,699,11,57,44,38,,,781,6509,,
2020-03-24T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,308,49,357,618,975,61,87,79,56,,,1110,3712,,
2020-03-24T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2404,360,2764,2360,5124,595,654,17,374,,,5515,15469,,
2020-03-24T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,317,57,374,566,940,78,99,21,44,,,1005,7345,,
2020-03-24T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,80,19,99,296,395,52,62,11,15,,,421,2859,,
2020-03-24T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,250,60,310,489,799,118,125,27,20,,,846,7170,,
2020-03-24T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,918,244,1162,1357,2519,218,238,51,129,,,2699,15701,,
2020-03-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,105,43,148,476,624,68,71,5,19,,,648,4108,,
2020-03-24T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,71,20,91,288,379,0,7,2,19,,,400,1180,,
2020-03-24T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1318,304,1622,3729,5351,365,443,381,216,,,5948,66178,,
2020-03-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,248,59,307,431,738,116,124,23,52,,,813,4982,,
2020-03-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,20,14,34,78,112,21,21,0,1,,,113,857,,
2020-03-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,93,23,116,217,333,29,32,7,11,,,351,5058,,
2020-03-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,318,123,441,631,1072,80,98,53,74,,,1199,6972,,
2020-03-25T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3180,294,3474,4782,8256,545,800,721,1077,,,10054,38045,,
2020-03-25T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,200,52,252,659,911,63,147,158,70,,,1139,9494,,
2020-03-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,805,101,906,769,1675,130,173,131,95,,,1901,20669,,
2020-03-25T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,927,147,1074,752,1826,134,189,225,254,,,2305,6602,,
2020-03-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,10026,1236,11262,9329,20591,723,1643,7281,4474,,,32346,81666,,
2020-03-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,938,148,1086,1553,2639,142,198,8,287,,,2934,7896,,
2020-03-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,7,33,20,53,-2,0,12,8,,,73,580,,
2020-03-25T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,190,40,230,518,748,49,77,67,43,,,858,6649,,
2020-03-25T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,308,65,373,685,1058,83,112,90,74,,,1222,4114,,
2020-03-25T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2544,381,2925,2631,5556,432,509,19,449,,,6024,16655,,
2020-03-25T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,349,64,413,610,1023,83,88,22,48,,,1093,8223,,
2020-03-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,82,19,101,311,412,17,21,12,18,,,442,3019,,
2020-03-25T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,259,80,339,597,936,137,148,33,25,,,994,8312,,
2020-03-25T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,999,251,1250,1526,2776,257,273,54,142,,,2972,17868,,
2020-03-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,123,44,167,519,686,62,62,5,19,,,710,4707,,
2020-03-25T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,70,25,95,280,375,-4,1,2,24,,,401,1200,,
2020-03-25T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1407,316,1723,4022,5745,394,494,439,258,,,6442,70877,,
2020-03-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,280,64,344,516,860,122,133,23,63,,,946,5488,,
2020-03-26T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,22,16,38,95,133,21,21,0,1,,,134,1046,,
2020-03-26T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,101,23,124,248,372,39,42,7,14,,,393,5933,,
2020-03-26T17:00:00,ITA,15,Campania,40.83956555,14.25084984,448,114,562,607,1169,97,111,58,83,,,1310,8346,,
2020-03-26T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3354,301,3655,5195,8850,594,762,792,1174,,,10816,42395,,
2020-03-26T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,212,54,266,688,954,43,84,197,72,,,1223,10721,,
2020-03-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,878,113,991,844,1835,160,195,155,106,,,2096,22771,,
2020-03-26T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,998,154,1152,875,2027,201,262,260,280,,,2567,7304,,
2020-03-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,10681,1263,11944,10245,22189,1598,2543,7839,4861,,,34889,87713,,
2020-03-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,977,166,1143,1652,2795,156,180,9,310,,,3114,8623,,
2020-03-26T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,8,35,46,81,28,30,14,8,,,103,670,,
2020-03-26T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,223,43,266,525,791,43,48,67,48,,,906,7744,,
2020-03-26T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,300,66,366,728,1094,36,75,117,86,,,1297,4600,,
2020-03-26T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2633,408,3041,2909,5950,394,510,135,449,,,6534,18054,,pd-IT-0006
2020-03-26T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,480,76,556,539,1095,72,89,22,65,,,1182,9191,,
2020-03-26T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,92,20,112,350,462,50,52,13,19,,,494,3461,,
2020-03-26T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,346,68,414,681,1095,159,170,36,33,,,1164,9658,,
2020-03-26T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1037,259,1296,1677,2973,197,254,95,158,,,3226,20952,,
2020-03-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,144,46,190,580,770,84,92,12,20,,,802,5428,,
2020-03-26T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,73,24,97,281,378,3,7,2,28,,,408,1203,,
2020-03-26T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1447,326,1773,4367,6140,395,493,508,287,,,6935,79759,,
2020-03-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,289,71,360,565,925,65,71,24,68,,,1017,6109,,
2020-03-27T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,22,15,37,110,147,14,17,1,3,,,151,1254,,
2020-03-27T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,103,22,125,344,469,97,101,7,18,,,494,6901,,
2020-03-27T17:00:00,ITA,15,Campania,40.83956555,14.25084984,456,113,569,723,1292,123,144,64,98,,,1454,9613,,
2020-03-27T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3461,308,3769,5592,9361,511,772,960,1267,,,11588,47798,,
2020-03-27T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,222,57,279,748,1027,73,94,214,76,,,1317,11841,,
2020-03-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,992,126,1118,895,2013,178,199,164,118,,,2295,24106,,
2020-03-27T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1023,157,1180,880,2060,33,129,305,331,,,2696,7804,,
2020-03-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11137,1292,12429,11466,23895,1706,2409,8001,5402,,,37298,95860,,
2020-03-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,979,162,1141,1709,2850,55,82,10,336,,,3196,9060,,
2020-03-27T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,9,35,51,86,5,6,14,9,,,109,710,,
2020-03-27T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,249,45,294,539,833,42,97,110,60,,,1003,8520,,
2020-03-27T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,341,66,407,757,1164,70,94,125,102,,,1391,4923,,
2020-03-27T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2852,431,3283,3064,6347,397,558,176,569,,,7092,19705,,
2020-03-27T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,530,82,612,624,1236,141,152,29,69,,,1334,10233,,
2020-03-27T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,93,19,112,384,496,34,36,13,21,,,530,3801,,
2020-03-27T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,425,75,500,658,1158,63,86,53,39,,,1250,11079,,
2020-03-27T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1053,274,1327,1843,3170,197,224,103,177,,,3450,23746,,
2020-03-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,149,46,195,629,824,54,82,39,21,,,884,6137,,
2020-03-27T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,91,24,115,298,413,35,44,2,37,,,452,1252,,
2020-03-27T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1536,338,1874,4774,6648,508,562,536,313,,,7497,83627,,
2020-03-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,311,70,381,646,1027,102,116,30,76,,,1133,7003,,
2020-03-28T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,26,19,45,133,178,31,31,1,3,,,182,1421,,
2020-03-28T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,107,22,129,394,523,54,61,11,21,,,555,7760,,
2020-03-28T17:00:00,ITA,15,Campania,40.83956555,14.25084984,463,132,595,812,1407,115,138,76,109,,,1592,10616,,
2020-03-28T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3695,316,4011,5953,9964,603,795,1075,1344,,,12383,52991,,
2020-03-28T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,223,59,282,838,1120,93,119,229,87,,,1436,12723,,
2020-03-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,985,133,1118,1063,2181,168,210,200,124,,,2505,27179,,
2020-03-28T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1031,167,1198,888,2086,26,126,378,358,,,2822,8177,,
2020-03-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11152,1319,12471,12038,24509,614,2117,8962,5944,,,39415,102503,,
2020-03-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,987,166,1153,1846,2999,149,177,10,364,,,3373,9884,,
2020-03-28T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,9,35,63,98,12,14,16,9,,,123,807,,
2020-03-28T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,225,51,276,653,929,96,106,116,64,,,1109,9168,,
2020-03-28T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,351,72,423,811,1234,70,114,151,120,,,1505,5561,,
2020-03-28T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3094,439,3533,3318,6851,504,579,203,617,,,7671,21511,,
2020-03-28T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,563,98,661,697,1358,122,124,29,71,,,1458,11500,,
2020-03-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,95,22,117,452,569,73,94,29,26,,,624,4225,,
2020-03-28T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,441,71,512,730,1242,84,109,60,57,,,1359,13096,,
2020-03-28T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1093,277,1370,2141,3511,341,367,108,198,,,3817,25613,,
2020-03-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,159,44,203,695,898,74,85,43,28,,,969,7028,,
2020-03-28T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,90,26,116,352,468,55,59,2,41,,,511,1380,,
2020-03-28T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1559,344,1903,5010,6913,265,433,655,362,,,7930,89380,,
2020-03-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,329,68,397,772,1169,142,160,36,88,,,1293,7730,,
2020-03-29T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,32,18,50,147,197,19,20,1,4,,,202,1585,,
2020-03-29T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,124,19,143,434,577,54,59,12,25,,,614,8485,,
2020-03-29T17:00:00,ITA,15,Campania,40.83956555,14.25084984,476,135,611,945,1556,149,167,86,117,,,1759,11805,,
2020-03-29T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3769,333,4102,6433,10535,571,736,1141,1443,,,13119,52991,,pd-IT-0008
2020-03-29T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,236,60,296,845,1141,21,44,241,98,,,1480,13397,,
2020-03-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1062,133,1195,1167,2362,181,201,208,136,,,2706,27744,,
2020-03-29T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1077,166,1243,1036,2279,193,254,420,377,,,3076,9100,,
2020-03-29T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11613,1328,12941,12451,25392,883,1592,9255,6360,,,41007,107398,,
2020-03-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,1000,168,1168,1992,3160,161,185,12,386,,,3558,10431,,
2020-03-29T17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,9,34,66,100,2,4,18,9,,,127,918,,
2020-03-29T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,234,56,290,744,1034,105,105,116,64,,,1214,10137,,
2020-03-29T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,356,75,431,862,1293,59,89,172,129,,,1594,5950,,
2020-03-29T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2985,443,3428,3840,7268,417,535,254,684,,,8206,24058,,
2020-03-29T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,559,99,658,774,1432,74,91,31,86,,,1549,12361,,
2020-03-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,105,23,128,454,582,13,14,29,27,,,638,4598,,
2020-03-29T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,451,71,522,808,1330,88,101,65,65,,,1460,13814,,
2020-03-29T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1111,275,1386,2400,3786,275,305,121,215,,,4122,27579,,
2020-03-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,166,46,212,685,897,-1,54,95,31,,,1023,7685,,
2020-03-29T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,90,26,116,423,539,71,73,2,43,,,584,1480,,
2020-03-29T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1586,355,1941,5310,7251,338,428,715,392,,,8358,94784,,
2020-03-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,322,69,391,778,1169,0,52,74,102,,,1345,7948,,
2020-03-30T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,36,18,54,154,208,11,12,1,5,,,214,1833,,
2020-03-30T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,130,18,148,454,602,25,33,14,31,,,647,9013,,
2020-03-30T17:00:00,ITA,15,Campania,40.83956555,14.25084984,468,126,594,1145,1739,183,193,88,125,,,1952,12969,,
2020-03-30T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3779,351,4130,6636,10766,231,412,1227,1538,,,13531,50990,,
2020-03-30T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,229,60,289,820,1109,-32,21,285,107,,,1501,14003,,
2020-03-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1079,154,1233,1264,2497,135,208,267,150,,,2914,32846,,
2020-03-30T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1142,175,1317,1066,2383,104,141,437,397,,,3217,9677,,
2020-03-30T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11815,1330,13145,11861,25006,-386,1154,10337,6818,,,42161,111057,,
2020-03-30T17:00:00,ITA,11,Marche,43.61675973,13.5188753,998,167,1165,2086,3251,91,126,16,417,,,3684,10979,,
2020-03-30T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,8,35,72,107,7,7,18,9,,,134,955,,
2020-03-30T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,231,62,293,805,1098,64,111,153,74,,,1325,10640,,
2020-03-30T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,353,78,431,926,1357,64,88,178,147,,,1682,6377,,
2020-03-30T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2985,452,3437,4218,7655,387,506,308,749,,,8712,25478,,
2020-03-30T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,590,106,696,889,1585,153,163,36,91,,,1712,13117,,
2020-03-30T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,485,622,40,44,32,28,,,682,4993,,
2020-03-30T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,484,75,559,849,1408,78,95,71,76,,,1555,14758,,
2020-03-30T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1116,279,1395,2655,4050,264,290,131,231,,,4412,30099,,
2020-03-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,173,47,220,614,834,-63,28,184,33,,,1051,8150,,
2020-03-30T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,92,26,118,400,518,-21,0,16,50,,,584,1536,,
2020-03-30T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1633,356,1989,5575,7564,313,366,747,413,,,8724,99941,,
2020-03-31T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,335,73,408,783,1191,22,56,95,115,,,1401,8758,,
2020-03-31T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,37,17,54,162,216,8,12,3,7,,,226,2043,,
2020-03-31T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,132,17,149,457,606,4,12,17,36,,,659,9327,,
2020-03-31T17:00:00,ITA,15,Campania,40.83956555,14.25084984,501,133,634,1237,1871,132,140,88,133,,,2092,14403,,
2020-03-31T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3765,353,4118,6835,10953,187,543,1477,1644,,,14074,54532,,
2020-03-31T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,215,60,275,885,1160,51,92,320,113,,,1593,14899,,
2020-03-31T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1127,173,1300,1342,2642,145,181,291,162,,,3095,34677,,
2020-03-31T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1153,179,1332,1176,2508,125,199,480,428,,,3416,10376,,
2020-03-31T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11883,1324,13207,11917,25124,118,1047,10885,7199,,,43208,114640,,
2020-03-31T17:00:00,ITA,11,Marche,43.61675973,13.5188753,946,169,1115,2237,3352,101,141,21,452,,,3825,11724,,
2020-03-31T17:00:00,ITA,14,Molise,41.55774754,14.65916051,29,8,37,80,117,10,10,18,9,,,144,1049,,
2020-03-31T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,249,62,311,831,1142,44,46,153,76,,,1371,11275,,
2020-03-31T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,354,80,434,955,1389,32,64,193,164,,,1746,6973,,
2020-03-31T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3174,452,3626,4456,8082,427,589,365,854,,,9301,27658,,
2020-03-31T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,609,105,714,940,1654,69,91,39,110,,,1803,14073,,
2020-03-31T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,28,141,516,657,35,40,34,31,,,722,5257,,
2020-03-31T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,503,72,575,917,1492,84,92,74,81,,,1647,15634,,
2020-03-31T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1120,293,1413,2813,4226,176,196,138,244,,,4608,33165,,
2020-03-31T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,176,43,219,632,851,17,27,190,37,,,1078,8685,,
2020-03-31T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,91,26,117,435,552,34,44,20,56,,,628,1582,,
2020-03-31T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1680,356,2036,5814,7850,286,431,828,477,,,9155,106238,,
2020-04-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,342,71,413,798,1211,20,35,102,123,,,1436,9610,,
2020-04-01T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,39,15,54,171,225,9,11,3,9,,,237,2262,,
2020-04-01T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,144,16,160,450,610,4,10,21,38,,,669,9983,,
2020-04-01T17:00:00,ITA,15,Campania,40.83956555,14.25084984,478,129,607,1369,1976,105,139,107,148,,,2231,15728,,
2020-04-01T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3898,359,4257,7232,11489,536,713,1566,1732,,,14787,58457,,
2020-04-01T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,206,60,266,940,1206,46,92,357,122,,,1685,15987,,
2020-04-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1131,177,1308,1450,2758,116,169,337,169,,,3264,35810,,
2020-04-01T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1114,179,1293,1352,2645,137,244,555,460,,,3660,11334,,
2020-04-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11927,1342,13269,12496,25765,641,1565,11415,7593,,,44773,121449,,
2020-04-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,984,168,1152,2304,3456,104,137,29,477,,,3962,12296,,
2020-04-01T17:00:00,ITA,14,Molise,41.55774754,14.65916051,32,8,40,91,131,14,16,19,10,,,160,1157,,
2020-04-01T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,269,57,326,786,1112,-30,47,190,116,,,1418,11951,,
2020-04-01T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,345,76,421,1062,1483,94,124,214,173,,,1870,7675,,
2020-04-01T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3146,453,3599,4871,8470,388,494,439,886,,,9795,30060,,
2020-04-01T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,637,107,744,1012,1756,102,143,61,129,,,1946,15209,,
2020-04-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,119,27,146,529,675,18,23,36,34,,,745,5501,,
2020-04-01T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,496,72,568,976,1544,52,71,86,88,,,1718,16836,,
2020-04-01T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1120,297,1417,3015,4432,206,259,182,253,,,4867,36575,,
2020-04-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,173,45,218,646,864,13,17,194,37,,,1095,9080,,
2020-04-01T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,85,27,112,428,540,-12,3,32,59,,,631,1717,,
2020-04-01T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1718,350,2068,6156,8224,374,470,902,499,,,9625,112746,,
2020-04-02T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,341,75,416,835,1251,40,61,113,133,,,1497,10647,,
2020-04-02T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,38,19,57,176,233,8,9,3,10,,,246,2427,,
2020-04-02T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,163,19,182,445,627,17,22,23,41,,,691,10679,,
2020-04-02T17:00:00,ITA,15,Campania,40.83956555,14.25084984,503,120,623,1517,2140,164,225,149,167,,,2456,17404,,
2020-04-02T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3944,366,4310,7549,11859,370,546,1663,1811,,,15333,60507,,
2020-04-02T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,199,60,259,1035,1294,88,114,376,129,,,1799,17121,,
2020-04-02T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1169,181,1350,1529,2879,121,169,369,185,,,3433,41575,,
2020-04-02T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1120,172,1292,1368,2660,15,122,634,488,,,3782,12069,,
2020-04-02T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11762,1351,13113,12763,25876,111,1292,12229,7960,,,46065,128286,,
2020-04-02T17:00:00,ITA,11,Marche,43.61675973,13.5188753,986,164,1150,2405,3555,99,136,40,503,,,4098,12943,,
2020-04-02T17:00:00,ITA,14,Molise,41.55774754,14.65916051,30,8,38,95,133,2,5,21,11,,,165,1229,,
2020-04-02T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,279,60,339,821,1160,48,61,190,129,,,1479,12677,,
2020-04-02T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,339,78,417,1170,1587,104,133,229,187,,,2003,8496,,
2020-04-02T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3341,453,3794,5005,8799,329,558,571,983,,,10353,32100,,
2020-04-02T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,645,118,763,1101,1864,108,131,69,144,,,2077,16554,,
2020-04-02T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,117,24,141,577,718,43,49,36,40,,,794,5970,,
2020-04-02T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,503,73,576,1030,1606,62,73,92,93,,,1791,17833,,
2020-04-02T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1135,295,1430,3359,4789,357,406,216,268,,,5273,40724,,
2020-04-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,171,47,218,667,885,21,33,205,38,,,1128,9737,,
2020-04-02T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,85,25,110,446,556,16,37,49,63,,,668,1934,,
2020-04-02T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1670,345,2015,6563,8578,354,486,1001,532,,,10111,120320,,
2020-04-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,361,76,437,864,1301,50,66,116,146,,,1563,11890,,
2020-04-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,41,19,60,187,247,14,15,3,11,,,261,2622,,
2020-04-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,183,17,200,462,662,35,42,26,45,,,733,11608,,
2020-04-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,532,115,647,1705,2352,212,221,144,181,,,2677,19237,,
